indices,x,y,localized_x,localized_y,localized_chi_sq
0,87.10676307059933,67.61370859065805,87.10676309673289,67.61370855854342,2.7050446910290703e-05
0,88.70862005281288,68.21684864655101,88.70862012690179,68.21684862227052,1.0974176912949966e-05
0,81.39534765941924,65.11028816316934,81.39534759486892,65.11028819845333,6.369327178170832e-05
0,84.35004729290316,69.46897916769485,84.35004444247829,69.46897939272947,8.094906026241167e-05
0,66.42938465050996,72.62541661832249,66.42938474880312,72.62541668357623,2.833181052042977e-05
0,81.74396414791633,71.40085554608868,81.7439645528743,71.40085552814163,1.6549590127782826e-05
0,81.50344889887329,71.32650229479874,81.50344877147941,71.32650234727721,9.426053515291902e-05
0,77.72644612595442,73.07241103649292,77.72644616363112,73.07241105596472,3.7435655474973496e-05
0,68.09620168298176,71.95419252034698,68.09620160225737,71.95419255395026,7.309248195182769e-05
0,88.01791833030038,69.06496566159144,88.01791884749865,69.06496558125765,6.712182393530697e-05
0,89.06744058140706,68.57356873730049,89.0674404532552,68.57356875336978,5.113817464607456e-05
0,80.67707867700743,71.10529115705421,80.677078636939,71.10529111924606,6.651784901358196e-05
0,79.94599752647459,63.45642829140621,79.94599750736006,63.45642830742666,9.451118052625563e-06
0,87.04774938043542,66.88083413194141,87.04774935662107,66.88083414164488,2.066151335959609e-06
0,69.53218579991058,72.73256365727339,69.53218579861837,72.73256361918155,9.872886857272691e-06
0,74.69070750644221,72.54006358476931,74.6907074852166,72.54006354269356,1.9745511351150488e-05
0,80.20391301533868,72.48020730158564,80.20391319439474,72.48020730210398,5.58272335699026e-05
0,82.20494434949237,65.62086473547629,82.20494432265312,65.62086471828682,5.708457920280788e-05
0,79.08636623141923,71.61815326853787,79.0863663605052,71.61815330712848,7.99419947809278e-05
0,80.08768190521957,60.8872585702342,80.08768191282184,60.8872585568309,4.892384461007564e-06
0,99.94518966950828,71.12344117873647,99.94518955355164,71.12344116073672,7.325789870560316e-05
0,70.5398400298089,73.49641774148492,70.53984001308655,73.49641766302976,4.106986353242386e-05
0,81.55805521332414,65.29991560305719,81.55805515609006,65.29991564868908,5.525313824046757e-05
0,91.88322503027692,69.45830121620699,91.8832250555889,69.45830118986866,3.699274511667106e-05
0,72.0290446285804,71.17171477355521,72.02904469809073,71.17171476918979,6.865620290315634e-05
0,77.16994229310338,72.82792258367246,77.16994230903772,72.82792263092955,2.5817717548819865e-05
0,79.6243260734503,71.69794148478269,79.6243261502428,71.69794149367797,7.069071269278844e-06
0,82.69051154827002,70.30331231103699,82.69051130120168,70.30331233084124,4.726468253021462e-06
0,101.58648910906048,69.81317306899422,101.5864890949531,69.81317319883358,7.967597734528756e-05
0,76.08280580267095,70.66027498222479,76.08280581041387,70.6602750188223,1.4433866746526438e-05
0,88.77066319790114,67.1625221304326,88.77066317891195,67.16252215682408,4.867547634137235e-05
0,76.03489116415696,71.43306804170012,76.03489115301223,71.43306812409193,9.92319997263069e-05
0,90.32381286867054,67.14360253274685,90.32381291235625,67.14360254878814,7.807189348683732e-05
0,101.00682967041664,70.38549697033962,101.006829641508,70.38549697766487,3.280793725406183e-06
0,83.10421795640048,69.6098793834244,83.10421815291805,69.60987940120218,3.875537516332197e-05
0,84.75103225929773,69.42926801017653,84.75103257535986,69.42926803366062,9.957553718346888e-05
0,80.58133183347181,70.99677574161828,80.58133206278667,70.99677576583719,5.7848154491873375e-05
0,89.36873233157324,68.27653998635824,89.36873232053894,68.27653994486751,5.074961065862186e-05
0,64.20060604953395,73.7006942507902,64.20060625411371,73.70069441540109,7.014366487988025e-05
0,65.03423163418958,73.55514332137162,65.03423162492815,73.55514347138667,5.358710692729937e-05
0,79.6441352428792,71.78813431087934,79.64413523062956,71.7881342708788,6.034777187960068e-05
0,72.28080133095611,72.02638302829001,72.28080131006693,72.02638305264057,1.683819310024925e-05
0,74.87910225815185,71.29913120468396,74.87910225909853,71.29913114614084,4.163714260761383e-05

