Row=17 OUT_DIR=/users/hiu-yeung.cheng/clusterlensing/out/row17 DE_PROCS=16 MCMC_PROCS=16
Setup complete. Lensing system initialized.
True time delays: [    0.          1049.60475521  3380.18958914  8308.2373579
 11344.3055235 ]
True luminosity distances: 16800.381797166094
Lensed luminosity distances: [3.38807947e+03 2.65576338e+03 2.74056073e+03 1.59667366e+04
 1.66044493e+07]

Running the full analysis pipeline...
--- Running DE for Cluster 0 ---
[DE] Process Pool with 16 procs (init=latinhypercube, popsize=50)
differential_evolution step 1: f(x)= 4242.640687119286
differential_evolution step 2: f(x)= 4242.640687119286
differential_evolution step 3: f(x)= 3000.0
differential_evolution step 4: f(x)= 3000.0
differential_evolution step 5: f(x)= 3000.0
differential_evolution step 6: f(x)= 3000.0
differential_evolution step 7: f(x)= 3000.0
differential_evolution step 8: f(x)= 3000.0
differential_evolution step 9: f(x)= 3000.0
differential_evolution step 10: f(x)= 3000.0
differential_evolution step 11: f(x)= 3000.0
differential_evolution step 12: f(x)= 3000.0
differential_evolution step 13: f(x)= 3000.0
differential_evolution step 14: f(x)= 3000.0
differential_evolution step 15: f(x)= 3000.0
differential_evolution step 16: f(x)= 3000.0
differential_evolution step 17: f(x)= 3000.0
differential_evolution step 18: f(x)= 3000.0
differential_evolution step 19: f(x)= 3000.0
differential_evolution step 20: f(x)= 3000.0
differential_evolution step 21: f(x)= 2921.300376628535
differential_evolution step 22: f(x)= 2921.300376628535
differential_evolution step 23: f(x)= 2921.300376628535
differential_evolution step 24: f(x)= 2921.300376628535
differential_evolution step 25: f(x)= 2921.300376628535
differential_evolution step 26: f(x)= 2724.814321112518
differential_evolution step 27: f(x)= 2724.814321112518
differential_evolution step 28: f(x)= 2724.814321112518
differential_evolution step 29: f(x)= 2724.814321112518
differential_evolution step 30: f(x)= 2724.814321112518
differential_evolution step 31: f(x)= 2724.814321112518
differential_evolution step 32: f(x)= 2724.814321112518
differential_evolution step 33: f(x)= 2148.3016931725742
differential_evolution step 34: f(x)= 2148.3016931725742
differential_evolution step 35: f(x)= 2148.3016931725742
