indices,x,y,z,H0,localized_index,localized_x,localized_y,localized_z,localized_H0,run_status,run_msg,chi_sq,accepted_clusters,out_dir,posterior_file,corner_plot,trace_plot
0,80.2715376669806,81.01350110186883,3.1215275680467527,66.0123834953718,,,,,,STARTED,,,,/home/dices/Research/GWlensing_Brian/test_tidy_row0,,,
1,214.9697864157309,198.2514474951789,3.103237776128352,74.66978927755397,,,,,,,,,,,,,
4,217.51037211813733,217.2246127730487,2.189860209467268,74.23086145017484,,,,,,,,,,,,,
5,152.64378604912187,143.7258759600826,2.268507539871338,66.37676051247493,,,,,,,,,,,,,
